pnum	target_location	rt_space	rt_click	correct	background
009	1	2.126280e+00	1.862825e+00	1	practice
009	3	5.986108e+00	1.854550e+00	1	practice
009	7	5.757547e+00	1.350052e+00	1	practice
009	5	2.565813e+01	1.396776e+00	1	practice
009	2	1.058778e+01	1.653502e+00	1	practice
009	6	4.534604e+01	1.512308e+00	1	practice
009	8	2.105771e+00	1.286542e+00	1	practice
009	4	4.267917e+00	1.421321e+00	1	practice
009	6	2.113396e+00	1.744633e+00	1	background4.jpeg
009	7	1.780970e+00	1.293484e+00	1	background4.jpeg
009	1	2.921659e+00	1.225171e+00	1	background4.jpeg
009	5	4.057649e+00	1.453942e+00	1	background4.jpeg
009	2	7.848291e+00	1.480108e+00	1	background4.jpeg
009	3	2.608926e+00	1.278421e+00	1	background4.jpeg
009	4	1.332557e+00	1.350846e+00	1	background4.jpeg
009	8	3.357761e+00	1.421182e+00	1	background4.jpeg
009	5	1.533930e+00	5.990451e+00	0	background2.jpeg
009	7	6.775335e+01	1.694542e+00	1	background2.jpeg
009	1	1.889547e+01	1.207193e+00	1	background2.jpeg
009	6	1.621527e+01	1.366564e+00	1	background2.jpeg
009	3	9.365037e+00	1.782224e+00	1	background2.jpeg
009	2	3.944684e+00	1.167817e+00	1	background2.jpeg
009	8	6.151682e+00	1.648112e+00	1	background2.jpeg
009	4	7.390528e+00	1.503382e+00	1	background2.jpeg
009	1	2.093414e+00	1.173949e+00	1	background8.jpg
009	5	6.061731e+00	1.590818e+00	1	background8.jpg
009	7	2.058391e+00	1.398751e+00	1	background8.jpg
009	6	1.287977e+00	1.254590e+00	1	background8.jpg
009	2	1.063009e+00	1.069392e+00	1	background8.jpg
009	8	1.021132e+00	1.248982e+00	1	background8.jpg
009	3	2.394232e+00	1.319035e+00	1	background8.jpg
009	4	1.388003e+00	1.157975e+00	1	background8.jpg
009	6	1.263917e+01	1.464865e+00	1	background10.jpg
009	5	3.944218e+00	1.526695e+00	1	background10.jpg
009	3	2.482008e+00	1.166610e+00	1	background10.jpg
009	4	1.618785e+00	1.471975e+00	1	background10.jpg
009	1	1.248246e+00	1.254185e+00	1	background10.jpg
009	8	1.495877e+00	1.254239e+00	1	background10.jpg
009	7	1.696312e+00	1.375024e+00	1	background10.jpg
009	2	4.131012e+00	1.542608e+00	1	background10.jpg
009	8	2.475337e+01	1.446268e+00	1	background5.jpeg
009	2	3.009829e+00	1.559341e+00	1	background5.jpeg
009	5	4.208365e+01	1.550369e+00	1	background5.jpeg
009	7	2.758745e+00	1.103011e+00	1	background5.jpeg
009	6	5.674989e+00	1.336449e+00	1	background5.jpeg
009	1	4.848988e+00	1.605151e+00	1	background5.jpeg
009	4	6.132220e+00	1.414322e+00	1	background5.jpeg
009	3	1.861914e+00	1.352082e+00	1	background5.jpeg
009	6	4.510205e+00	1.326773e+00	1	background1.jpeg
009	2	4.500567e+00	1.141836e+00	1	background1.jpeg
009	3	2.214666e+00	1.062465e+00	1	background1.jpeg
009	1	4.262778e+00	1.229222e+00	1	background1.jpeg
009	4	1.330556e+00	1.160451e+00	1	background1.jpeg
009	5	3.337621e+00	1.469855e+00	1	background1.jpeg
009	7	8.364654e+00	1.407555e+00	1	background1.jpeg
009	8	7.949401e+00	1.288394e+00	1	background1.jpeg
009	6	3.864044e+00	1.415696e+00	1	background9.jpg
009	3	1.817754e+00	1.423032e+00	1	background9.jpg
009	5	6.811886e+00	1.365996e+00	1	background9.jpg
009	8	9.068873e+00	1.325424e+00	1	background9.jpg
009	2	6.620293e+00	1.535134e+00	1	background9.jpg
009	1	7.932393e+00	1.567213e+00	1	background9.jpg
009	7	7.302205e+00	1.617252e+00	1	background9.jpg
009	4	4.021516e+00	1.446330e+00	1	background9.jpg
009	8	3.439280e+00	1.174777e+00	1	background6.png
009	3	2.394942e+00	1.390928e+00	1	background6.png
009	4	3.220542e+00	1.240856e+00	1	background6.png
009	1	6.362995e+00	1.319729e+00	1	background6.png
009	2	1.172101e+01	1.230200e+00	1	background6.png
009	7	2.008309e+00	1.341325e+00	1	background6.png
009	5	3.476923e+00	1.158102e+00	1	background6.png
009	6	1.985567e+00	1.094445e+00	1	background6.png
009	4	6.885331e+00	1.280809e+00	1	background7.png
009	5	2.120743e+00	1.224720e+00	1	background7.png
009	6	1.649861e+00	1.079333e+00	1	background7.png
009	1	2.419948e+00	1.118573e+00	1	background7.png
009	2	4.376283e+01	1.349531e+00	1	background7.png
009	7	2.967011e+00	1.159136e+00	1	background7.png
009	8	4.000998e+01	1.413413e+00	1	background7.png
009	3	6.565804e+00	1.549576e+00	1	background7.png
