pnum	target_location	rt_space	rt_click	correct	background
005	7	1.031513e+01	1.945227e+00	1	practice
005	2	2.081550e+01	1.671672e+00	1	practice
005	8	1.324655e+01	1.544033e+00	1	practice
005	5	2.684594e+00	1.489246e+00	1	practice
005	6	4.312812e+00	1.473434e+00	1	practice
005	4	2.692977e+00	1.238387e+00	1	practice
005	1	2.893827e+00	1.185317e+00	1	practice
005	3	2.106383e+00	1.392450e+00	1	practice
005	5	3.656100e+00	1.607199e+00	1	background7.png
005	4	7.837152e+00	1.222961e+00	1	background7.png
005	8	2.485595e+00	1.246848e+00	1	background7.png
005	2	1.316701e+01	1.438905e+00	1	background7.png
005	6	6.907746e+00	1.271432e+00	1	background7.png
005	1	1.580410e+00	1.302798e+00	1	background7.png
005	7	1.850809e+01	1.425131e+00	1	background7.png
005	3	2.708252e+00	1.488673e+00	1	background7.png
005	7	7.139606e+00	1.194233e+00	1	background4.jpeg
005	5	1.905208e+00	1.359647e+00	1	background4.jpeg
005	8	5.914836e+00	1.378003e+00	1	background4.jpeg
005	3	2.529443e+00	1.247893e+00	1	background4.jpeg
005	4	1.040475e+00	1.005348e+00	1	background4.jpeg
005	6	9.016101e-01	1.414608e+00	1	background4.jpeg
005	2	1.720511e+00	1.263872e+00	1	background4.jpeg
005	1	1.215516e+00	1.170179e+00	1	background4.jpeg
005	7	4.108105e+00	1.191094e+00	1	background8.jpg
005	1	1.264647e+00	1.399942e+00	1	background8.jpg
005	2	8.396921e-01	1.174603e+00	1	background8.jpg
005	5	2.422229e+00	1.365047e+00	1	background8.jpg
005	8	8.601952e-01	1.239123e+00	1	background8.jpg
005	4	9.183290e-01	1.142967e+00	1	background8.jpg
005	3	1.332776e+00	1.079520e+00	1	background8.jpg
005	6	7.588079e-01	1.309791e+00	1	background8.jpg
005	4	8.427443e+00	1.262412e+00	1	background9.jpg
005	1	1.607292e+01	1.335720e+00	1	background9.jpg
005	6	2.453494e+00	1.223835e+00	1	background9.jpg
005	5	5.422180e+00	1.360603e+00	1	background9.jpg
005	7	2.967310e+00	1.319972e+00	1	background9.jpg
005	8	1.570493e+00	1.134241e+00	1	background9.jpg
005	2	2.859295e+00	1.200791e+00	1	background9.jpg
005	3	1.285703e+01	1.424278e+00	1	background9.jpg
005	6	5.982506e+00	1.238578e+00	1	background6.png
005	5	4.613069e+00	1.309351e+00	1	background6.png
005	2	1.411082e+00	1.231613e+00	1	background6.png
005	7	1.933269e+00	1.093679e+00	1	background6.png
005	4	3.382110e+00	1.686452e+00	1	background6.png
005	3	4.417855e+00	1.385873e+00	1	background6.png
005	1	9.397280e-01	1.319545e+00	1	background6.png
005	8	1.190903e+00	1.007454e+00	1	background6.png
005	3	5.719799e+00	1.245999e+00	1	background1.jpeg
005	5	5.006637e+00	1.046902e+00	1	background1.jpeg
005	1	1.781019e+00	1.543202e+00	1	background1.jpeg
005	6	1.435043e+00	1.119045e+00	1	background1.jpeg
005	2	8.937653e+00	1.461637e+00	1	background1.jpeg
005	7	3.898259e+00	1.342038e+00	1	background1.jpeg
005	4	1.256213e+00	1.197645e+00	1	background1.jpeg
005	8	1.219875e+00	1.326874e+00	1	background1.jpeg
005	3	1.300688e+00	1.337003e+00	1	background2.jpeg
005	4	5.538836e+00	1.384001e+00	1	background2.jpeg
005	7	3.533850e+00	1.901788e+00	1	background2.jpeg
005	5	4.992651e+00	1.167229e+00	1	background2.jpeg
005	2	2.084333e+00	1.101981e+00	1	background2.jpeg
005	8	2.249705e+01	1.135592e+00	1	background2.jpeg
005	6	3.204458e+01	1.807371e+00	1	background2.jpeg
005	1	8.978864e+00	1.638854e+00	1	background2.jpeg
005	4	3.760882e+00	1.287233e+00	1	background5.jpeg
005	1	1.996976e+00	1.222766e+00	1	background5.jpeg
005	5	1.067154e+01	1.341431e+00	1	background5.jpeg
005	3	4.096252e+00	1.454616e+00	1	background5.jpeg
005	8	3.684129e+00	1.613400e+00	1	background5.jpeg
005	7	5.821372e+00	1.318619e+00	1	background5.jpeg
005	6	5.175335e+00	1.831568e+00	1	background5.jpeg
005	2	1.238081e+00	1.149933e+00	1	background5.jpeg
005	5	2.735696e+00	1.183600e+00	1	background10.jpg
005	8	3.834374e+00	1.207162e+00	1	background10.jpg
005	3	2.892940e+00	1.278285e+00	1	background10.jpg
005	2	9.508541e-01	1.967734e+00	1	background10.jpg
005	7	2.314430e+00	1.415254e+00	1	background10.jpg
005	6	1.670726e+00	9.504340e-01	1	background10.jpg
005	1	4.489254e+00	1.294679e+00	1	background10.jpg
005	4	4.855784e+00	1.319576e+00	1	background10.jpg
