pnum	target_location	rt_space	rt_click	correct	background
002	1	2.880050e+00	2.350975e+00	1	practice
002	3	8.583246e+00	1.604922e+00	1	practice
002	7	1.789588e+01	1.694349e+00	1	practice
002	5	1.481558e+01	1.831941e+00	1	practice
002	2	1.259665e+01	2.725969e+00	1	practice
002	6	1.535292e+00	2.159398e+00	1	practice
002	8	1.640146e+00	1.687793e+00	1	practice
002	4	2.578361e+00	1.752922e+00	1	practice
002	6	2.098962e+01	3.286581e+00	0	background4.jpeg
002	7	2.176954e+01	1.629821e+00	1	background4.jpeg
002	1	2.848196e+00	1.358805e+00	1	background4.jpeg
002	5	4.461683e+00	1.607250e+00	1	background4.jpeg
002	2	2.354460e-01	2.368578e+00	1	background4.jpeg
002	3	6.752518e+00	1.525284e+00	1	background4.jpeg
002	4	1.545427e+00	1.663132e+00	1	background4.jpeg
002	8	3.428293e+00	1.485328e+00	1	background4.jpeg
002	5	2.461246e+01	1.285399e+00	1	background2.jpeg
002	7	3.759841e+00	1.597935e+00	1	background2.jpeg
002	1	3.097564e+00	1.828538e+00	1	background2.jpeg
002	6	7.893539e+01	2.455608e+00	1	background2.jpeg
002	3	4.791036e+00	1.389412e+00	1	background2.jpeg
002	2	2.913509e+00	1.311508e+00	1	background2.jpeg
002	8	4.623168e+01	1.454975e+00	1	background2.jpeg
002	4	5.473851e+00	1.527350e+00	1	background2.jpeg
002	1	3.480884e+00	1.655198e+00	1	background8.jpg
002	5	3.548892e+00	1.597217e+00	1	background8.jpg
002	7	1.180780e+00	1.552858e+00	1	background8.jpg
002	6	1.834727e+00	1.359434e+00	1	background8.jpg
002	2	1.119384e+00	1.006079e+00	1	background8.jpg
002	8	1.126873e+00	1.502739e+00	1	background8.jpg
002	3	1.016333e+00	1.359687e+00	1	background8.jpg
002	4	1.547549e+00	1.358417e+00	1	background8.jpg
002	6	2.301214e+00	1.565647e+00	1	background10.jpg
002	5	2.727842e+00	1.200023e+00	1	background10.jpg
002	3	2.860523e+00	1.328001e+00	1	background10.jpg
002	4	2.055927e+00	2.022066e+00	1	background10.jpg
002	1	2.953113e+00	1.463160e+00	1	background10.jpg
002	8	1.342033e+00	1.207682e+00	1	background10.jpg
002	7	1.296056e+00	1.320112e+00	1	background10.jpg
002	2	1.428137e+00	1.229977e+00	1	background10.jpg
002	8	1.477221e+00	1.493644e+00	1	background5.jpeg
002	2	1.556797e+00	1.037164e+00	1	background5.jpeg
002	5	2.361975e+00	1.320786e+00	1	background5.jpeg
002	7	2.098090e+00	1.295971e+00	1	background5.jpeg
002	6	1.752402e+00	1.348699e+00	1	background5.jpeg
002	1	1.831556e+00	1.701775e+00	1	background5.jpeg
002	4	2.868121e+00	1.295441e+00	1	background5.jpeg
002	3	2.159791e+00	1.344550e+00	1	background5.jpeg
002	6	9.868159e-01	1.350796e+00	1	background1.jpeg
002	2	1.777853e+00	1.161731e+00	1	background1.jpeg
002	3	3.401596e+00	1.182452e+00	1	background1.jpeg
002	1	5.472689e+00	1.437276e+00	1	background1.jpeg
002	4	2.856298e+00	1.357864e+00	1	background1.jpeg
002	5	3.784856e+00	1.646239e+00	1	background1.jpeg
002	7	1.961732e+00	1.221999e+00	1	background1.jpeg
002	8	1.422687e+00	1.246589e+00	1	background1.jpeg
002	6	4.251274e+00	1.134757e+00	1	background9.jpg
002	3	3.962205e+00	1.287952e+00	1	background9.jpg
002	5	3.094259e+00	1.502089e+00	1	background9.jpg
002	8	2.255113e+00	1.303038e+00	1	background9.jpg
002	2	4.413578e+00	1.879382e+00	1	background9.jpg
002	1	2.021578e+00	1.271227e+00	1	background9.jpg
002	7	3.050313e+00	1.487274e+00	1	background9.jpg
002	4	3.928560e+00	1.398311e+00	1	background9.jpg
002	8	2.429018e+00	1.469688e+00	1	background6.png
002	3	4.022722e+00	1.335469e+00	1	background6.png
002	4	3.673186e+00	1.519689e+00	1	background6.png
002	1	2.044927e+00	1.293621e+00	1	background6.png
002	2	5.777954e+00	1.366253e+00	1	background6.png
002	7	2.247345e+00	1.765731e+00	1	background6.png
002	5	3.197150e+00	1.455676e+00	1	background6.png
002	6	1.391439e+00	1.485182e+00	1	background6.png
002	4	3.428752e+00	1.486256e+00	1	background7.png
002	5	3.982767e+00	1.415620e+00	1	background7.png
002	6	1.735715e+00	1.407819e+00	1	background7.png
002	1	1.631274e+00	1.368974e+00	1	background7.png
002	2	1.188644e+00	1.271228e+00	1	background7.png
002	7	2.709761e+00	1.310859e+00	1	background7.png
002	8	1.530881e+00	1.574655e+00	1	background7.png
002	3	5.031112e+00	1.133641e+00	1	background7.png
