pnum	target_location	rt_space	rt_click	correct	background
014	3	2.061391e+01	2.846245e+00	1	practice
014	7	1.344070e+01	1.846839e+00	1	practice
014	8	4.913331e+01	2.054527e+00	1	practice
014	6	2.160947e+00	1.584203e+00	1	practice
014	1	2.056633e+01	2.047029e+00	1	practice
014	5	7.836604e+00	1.960654e+00	1	practice
014	2	1.845987e+01	1.750880e+00	1	practice
014	4	3.002633e+00	1.216709e+00	1	practice
014	1	8.651873e+01	1.608669e+00	1	background9.jpg
014	7	6.515911e+01	2.470150e+00	1	background9.jpg
014	2	6.941302e+00	1.647707e+00	1	background9.jpg
014	3	3.415437e+00	1.585797e+00	1	background9.jpg
014	6	6.684078e+00	1.832496e+00	1	background9.jpg
014	5	1.954018e+00	1.463022e+00	1	background9.jpg
014	8	3.095448e+00	1.526737e+00	1	background9.jpg
014	4	1.938148e+00	2.438615e+00	1	background9.jpg
014	8	5.501580e+00	2.080458e+00	1	background7.png
014	2	2.026508e+00	1.613467e+00	1	background7.png
014	1	5.408896e+00	1.725136e+00	1	background7.png
014	5	3.383612e+00	2.192362e+00	1	background7.png
014	7	6.777630e+00	1.774797e+00	1	background7.png
014	6	1.238295e+00	1.464074e+00	1	background7.png
014	4	2.494460e+00	1.581945e+00	1	background7.png
014	3	2.243561e+00	1.550784e+00	1	background7.png
014	7	2.297737e+00	1.567818e+00	1	background5.jpeg
014	5	3.447827e+00	1.910538e+00	1	background5.jpeg
014	6	5.314765e+00	1.967875e+00	1	background5.jpeg
014	8	1.459361e+00	1.327051e+00	1	background5.jpeg
014	3	3.130064e+00	1.582228e+00	1	background5.jpeg
014	1	8.444211e+00	1.486569e+00	1	background5.jpeg
014	2	1.871831e+00	1.534496e+00	1	background5.jpeg
014	4	1.793133e+00	1.809769e+00	1	background5.jpeg
014	5	9.478768e+00	1.654897e+00	1	background10.jpg
014	2	3.840142e+00	1.678732e+00	1	background10.jpg
014	4	4.878099e+00	1.622673e+00	1	background10.jpg
014	1	1.417742e+00	1.793700e+00	1	background10.jpg
014	8	2.491603e+00	1.486998e+00	1	background10.jpg
014	6	4.515421e+00	1.535810e+00	1	background10.jpg
014	3	2.732322e+00	1.694482e+00	1	background10.jpg
014	7	2.582853e+00	1.814118e+00	1	background10.jpg
014	1	2.880095e+00	1.615701e+00	1	background2.jpeg
014	8	4.018464e+00	1.567942e+00	1	background2.jpeg
014	2	1.736888e+00	1.790139e+00	1	background2.jpeg
014	5	3.428787e+00	1.558398e+00	1	background2.jpeg
014	3	2.010612e+00	1.624122e+00	1	background2.jpeg
014	4	8.973909e+00	1.311933e+00	1	background2.jpeg
014	6	1.833955e+00	1.855728e+00	1	background2.jpeg
014	7	6.670012e+00	1.462519e+00	1	background2.jpeg
014	6	1.701915e+00	1.895557e+00	1	background4.jpeg
014	1	2.116326e+00	1.525811e+00	1	background4.jpeg
014	7	4.488321e+00	1.311617e+00	1	background4.jpeg
014	2	1.972156e+00	1.655388e+00	1	background4.jpeg
014	3	1.907707e+00	1.640716e+00	1	background4.jpeg
014	4	1.205684e+00	1.367594e+00	1	background4.jpeg
014	5	1.693833e+00	1.422077e+00	1	background4.jpeg
014	8	2.654702e+00	1.670357e+00	1	background4.jpeg
014	1	1.746906e+00	1.510018e+00	1	background1.jpeg
014	6	1.406111e+00	2.007224e+00	1	background1.jpeg
014	7	2.366810e+00	1.686279e+00	1	background1.jpeg
014	4	2.546993e+00	1.638936e+00	1	background1.jpeg
014	5	4.134489e+00	1.912862e+00	1	background1.jpeg
014	3	1.744171e+00	1.783006e+00	1	background1.jpeg
014	2	1.591001e+00	1.190656e+00	1	background1.jpeg
014	8	3.330508e+00	2.102498e+00	1	background1.jpeg
014	3	1.396656e+00	1.567026e+00	1	background8.jpg
014	8	1.224569e+00	1.509237e+00	1	background8.jpg
014	7	1.883646e+00	1.350779e+00	1	background8.jpg
014	4	3.256212e+00	1.758284e+00	1	background8.jpg
014	2	1.061910e+00	1.453567e+00	1	background8.jpg
014	1	1.417488e+00	1.343639e+00	1	background8.jpg
014	5	1.713697e+00	1.518184e+00	1	background8.jpg
014	6	1.112010e+00	1.278156e+00	1	background8.jpg
014	2	7.139084e+00	1.423736e+00	1	background6.png
014	6	2.053742e+00	1.374822e+00	1	background6.png
014	7	1.537323e+00	1.382483e+00	1	background6.png
014	8	1.314183e+00	1.478620e+00	1	background6.png
014	5	3.154694e+00	1.895423e+00	1	background6.png
014	3	1.875883e+00	1.464856e+00	1	background6.png
014	4	2.370584e+00	1.552842e+00	1	background6.png
014	1	2.069912e+00	1.565796e+00	1	background6.png
