pnum	target_location	rt_space	rt_click	correct	background
008	7	9.790265e+00	1.727447e+00	1	practice
008	2	7.732464e+00	1.648966e+00	1	practice
008	8	1.583384e+01	2.031990e+00	1	practice
008	5	2.895697e+00	1.640958e+00	1	practice
008	6	1.882697e+01	1.954536e+00	1	practice
008	4	9.968146e+00	1.536111e+00	1	practice
008	1	2.775048e+00	1.625738e+00	1	practice
008	3	1.543551e+01	1.567603e+00	1	practice
008	5	7.035299e+00	1.575279e+00	1	background7.png
008	4	2.671299e+01	1.743237e+00	1	background7.png
008	8	4.910264e+00	1.998220e+00	1	background7.png
008	2	5.890262e+00	1.463662e+00	1	background7.png
008	6	9.320586e+00	1.535024e+00	1	background7.png
008	1	1.728066e+00	1.318895e+00	1	background7.png
008	7	5.823218e+00	1.279804e+00	1	background7.png
008	3	2.074432e+00	1.455951e+00	1	background7.png
008	7	1.887681e+01	1.631582e+00	1	background4.jpeg
008	5	1.629037e+00	1.312538e+00	1	background4.jpeg
008	8	2.203004e+00	1.360341e+00	1	background4.jpeg
008	3	1.619938e+00	1.381871e+00	1	background4.jpeg
008	4	1.236959e+00	1.390354e+00	1	background4.jpeg
008	6	2.461523e+00	1.167224e+00	1	background4.jpeg
008	2	7.337887e+00	1.340771e+00	1	background4.jpeg
008	1	1.512444e+00	1.318840e+00	1	background4.jpeg
008	7	2.748775e+00	1.197608e+00	1	background8.jpg
008	1	8.085380e-01	1.143541e+00	1	background8.jpg
008	2	5.634220e-01	1.359232e+00	1	background8.jpg
008	5	7.707422e-01	1.485518e+00	1	background8.jpg
008	8	1.035417e+00	1.198018e+00	1	background8.jpg
008	4	1.103789e+00	1.478698e+00	1	background8.jpg
008	3	1.265991e+00	1.302397e+00	1	background8.jpg
008	6	1.668637e+00	1.150560e+00	1	background8.jpg
008	4	3.443421e+00	1.328563e+00	1	background9.jpg
008	1	2.237311e+01	1.192622e+00	1	background9.jpg
008	6	3.349001e+01	1.623190e+00	1	background9.jpg
008	5	1.759173e+01	1.439642e+00	1	background9.jpg
008	7	1.531568e+01	1.478531e+00	1	background9.jpg
008	8	1.795681e+00	1.120769e+00	1	background9.jpg
008	2	5.171149e+00	1.382117e+00	1	background9.jpg
008	3	4.336651e+00	1.327409e+00	1	background9.jpg
008	6	2.374590e+00	1.302898e+00	1	background6.png
008	5	1.825514e+01	1.366316e+00	1	background6.png
008	2	3.207688e+00	1.303962e+00	1	background6.png
008	7	1.854352e+00	1.431587e+00	1	background6.png
008	4	1.891434e+00	1.335240e+00	1	background6.png
008	3	1.731459e+00	1.054381e+00	1	background6.png
008	1	3.300681e+00	1.175087e+00	1	background6.png
008	8	1.530063e+00	1.141933e+00	1	background6.png
008	3	2.460475e+00	1.158012e+00	1	background1.jpeg
008	5	1.890051e+00	1.096289e+00	1	background1.jpeg
008	1	2.345215e+00	9.989021e-01	1	background1.jpeg
008	6	1.661889e+00	1.784412e+00	1	background1.jpeg
008	2	2.485176e+00	1.311801e+00	1	background1.jpeg
008	7	3.633025e+00	1.262635e+00	1	background1.jpeg
008	4	2.436234e+00	1.334076e+00	1	background1.jpeg
008	8	2.080130e+01	1.335311e+00	1	background1.jpeg
008	3	6.440930e+00	1.086926e+00	1	background2.jpeg
008	4	2.638443e+00	2.439995e+00	0	background2.jpeg
008	7	2.209186e+01	1.366010e+00	1	background2.jpeg
008	5	5.382252e+01	1.463953e+00	1	background2.jpeg
008	2	4.815805e+00	1.230645e+00	1	background2.jpeg
008	8	1.998946e+01	1.246274e+00	1	background2.jpeg
008	6	5.653191e+01	2.246778e+00	1	background2.jpeg
008	1	7.082324e+00	1.303461e+00	1	background2.jpeg
008	4	1.285532e+01	1.357088e+00	1	background5.jpeg
008	1	5.484604e+00	9.594381e-01	1	background5.jpeg
008	5	4.425768e+00	1.119144e+00	1	background5.jpeg
008	3	1.182821e+00	1.173188e+00	1	background5.jpeg
008	8	1.446862e+00	1.021875e+00	1	background5.jpeg
008	7	2.276811e+00	9.274480e-01	1	background5.jpeg
008	6	1.756148e+01	1.197773e+00	1	background5.jpeg
008	2	1.480803e+00	1.278722e+00	1	background5.jpeg
008	5	8.080092e+00	1.229506e+00	1	background10.jpg
008	8	1.591543e+00	1.510786e+00	1	background10.jpg
008	3	9.207311e-01	1.142909e+00	1	background10.jpg
008	2	6.162384e+00	1.248367e+00	1	background10.jpg
008	7	2.815372e+00	1.157737e+00	1	background10.jpg
008	6	2.286254e+00	1.150084e+00	1	background10.jpg
008	1	1.473649e+00	1.190975e+00	1	background10.jpg
008	4	4.199024e+00	1.327396e+00	1	background10.jpg
